Timestamp,Date,Transactions
1514073600000,2017-12-24,758234
1514160000000,2017-12-25,752361
1514246400000,2017-12-26,813510
1514332800000,2017-12-27,912752
1514419200000,2017-12-28,949503
1514505600000,2017-12-29,1090191
1514592000000,2017-12-30,1136659
1514678400000,2017-12-31,946981
1514764800000,2018-01-01,908945
1514851200000,2018-01-02,1153936
1514937600000,2018-01-03,1238030
1515024000000,2018-01-04,1349890
1515110400000,2018-01-05,1271577
1515196800000,2018-01-06,1226417
1515283200000,2018-01-07,1152722
1515369600000,2018-01-08,1215473
1515456000000,2018-01-09,1256240
1515542400000,2018-01-10,1177685
1515628800000,2018-01-11,1173965
1515715200000,2018-01-12,1118757
1515801600000,2018-01-13,1179321
1515888000000,2018-01-14,1081593
1515974400000,2018-01-15,1206420
1516060800000,2018-01-16,1277936
1516147200000,2018-01-17,1277083
1516233600000,2018-01-18,1205184
1516320000000,2018-01-19,1043257
1516406400000,2018-01-20,984489
1516492800000,2018-01-21,1006530
1516579200000,2018-01-22,972911
1516665600000,2018-01-23,928494
1516752000000,2018-01-24,913668
1516838400000,2018-01-25,788515
1516924800000,2018-01-26,953429
1517011200000,2018-01-27,831992
1517097600000,2018-01-28,889104
1517184000000,2018-01-29,936845
1517270400000,2018-01-30,906578
1517356800000,2018-01-31,877284
1517443200000,2018-02-01,1008759
1517529600000,2018-02-02,981133
1517616000000,2018-02-03,814486
1517702400000,2018-02-04,800876
1517788800000,2018-02-05,875761
1517875200000,2018-02-06,888219
1517961600000,2018-02-07,818625
1518048000000,2018-02-08,681344
1518134400000,2018-02-09,789807
1518220800000,2018-02-10,848390
1518307200000,2018-02-11,773496
1518393600000,2018-02-12,829020
1518480000000,2018-02-13,745822
1518566400000,2018-02-14,746384
1518652800000,2018-02-15,777318
1518739200000,2018-02-16,704758
1518825600000,2018-02-17,772079
1518912000000,2018-02-18,756092
1518998400000,2018-02-19,811384
1519084800000,2018-02-20,886897
1519171200000,2018-02-21,850504
1519257600000,2018-02-22,761893
1519344000000,2018-02-23,733084
1519430400000,2018-02-24,732861
1519516800000,2018-02-25,690582
1519603200000,2018-02-26,737453
1519689600000,2018-02-27,694583
1519776000000,2018-02-28,720368
1519862400000,2018-03-01,684404
1519948800000,2018-03-02,744666
1520035200000,2018-03-03,673465
1520121600000,2018-03-04,643241
1520208000000,2018-03-05,752756
1520294400000,2018-03-06,712591
1520380800000,2018-03-07,783757
1520467200000,2018-03-08,690139
1520553600000,2018-03-09,650058
1520640000000,2018-03-10,591377
1520726400000,2018-03-11,608899
1520812800000,2018-03-12,677908
1520899200000,2018-03-13,699093
1520985600000,2018-03-14,671198
1521072000000,2018-03-15,654531
1521158400000,2018-03-16,654584
1521244800000,2018-03-17,593203
1521331200000,2018-03-18,684094
1521417600000,2018-03-19,703891
1521504000000,2018-03-20,661791
1521590400000,2018-03-21,697872
1521676800000,2018-03-22,619453
1521763200000,2018-03-23,677103
1521849600000,2018-03-24,613203
1521936000000,2018-03-25,526372
1522022400000,2018-03-26,626615
1522108800000,2018-03-27,584055
1522195200000,2018-03-28,579858
1522281600000,2018-03-29,583673
1522368000000,2018-03-30,633616
1522454400000,2018-03-31,584396
1522540800000,2018-04-01,545141
1522627200000,2018-04-02,598505
1522713600000,2018-04-03,645977
1522800000000,2018-04-04,628441
1522886400000,2018-04-05,695871
1522972800000,2018-04-06,647981
1523059200000,2018-04-07,535865
1523145600000,2018-04-08,595733
1523232000000,2018-04-09,609799
1523318400000,2018-04-10,571388
1523404800000,2018-04-11,609102
1523491200000,2018-04-12,692606
1523577600000,2018-04-13,730344
1523664000000,2018-04-14,611188
1523750400000,2018-04-15,619985
1523836800000,2018-04-16,664402
1523923200000,2018-04-17,742823
1524009600000,2018-04-18,703293
1524096000000,2018-04-19,814318
1524182400000,2018-04-20,832220
1524268800000,2018-04-21,746104
1524355200000,2018-04-22,748858
1524441600000,2018-04-23,802870
1524528000000,2018-04-24,816357
1524614400000,2018-04-25,799014
1524700800000,2018-04-26,793873
1524787200000,2018-04-27,764479
1524873600000,2018-04-28,775321
1524960000000,2018-04-29,756651
1525046400000,2018-04-30,778133
1525132800000,2018-05-01,713839
1525219200000,2018-05-02,787722
1525305600000,2018-05-03,839586
1525392000000,2018-05-04,1000526
1525478400000,2018-05-05,789261
1525564800000,2018-05-06,691273
1525651200000,2018-05-07,789863
1525737600000,2018-05-08,820098
1525824000000,2018-05-09,831127
1525910400000,2018-05-10,854827
1525996800000,2018-05-11,826099
1526083200000,2018-05-12,788487
1526169600000,2018-05-13,762439
1526256000000,2018-05-14,801788
1526342400000,2018-05-15,779210
1526428800000,2018-05-16,807257
1526515200000,2018-05-17,835761
1526601600000,2018-05-18,831831
1526688000000,2018-05-19,846288
1526774400000,2018-05-20,777283
1526860800000,2018-05-21,802211
1526947200000,2018-05-22,822409
1527033600000,2018-05-23,833377
1527120000000,2018-05-24,811167
1527206400000,2018-05-25,800838
1527292800000,2018-05-26,761932
1527379200000,2018-05-27,776024
1527465600000,2018-05-28,861002
1527552000000,2018-05-29,812183
1527638400000,2018-05-30,817167
1527724800000,2018-05-31,832842
1527811200000,2018-06-01,758242
1527897600000,2018-06-02,768017
1527984000000,2018-06-03,809997
1528070400000,2018-06-04,807165
1528156800000,2018-06-05,780654
1528243200000,2018-06-06,754070
1528329600000,2018-06-07,775828
1528416000000,2018-06-08,720017
1528502400000,2018-06-09,769427
1528588800000,2018-06-10,771280
1528675200000,2018-06-11,768985
1528761600000,2018-06-12,770199
1528848000000,2018-06-13,797637
1528934400000,2018-06-14,765916
1529020800000,2018-06-15,763803
1529107200000,2018-06-16,639775
1529193600000,2018-06-17,648548
1529280000000,2018-06-18,695753
1529366400000,2018-06-19,778765
1529452800000,2018-06-20,803076
1529539200000,2018-06-21,752035
1529625600000,2018-06-22,770457
1529712000000,2018-06-23,675918
1529798400000,2018-06-24,671994
1529884800000,2018-06-25,837265
1529971200000,2018-06-26,732170
1530057600000,2018-06-27,771938
1530144000000,2018-06-28,744784
1530230400000,2018-06-29,735092
1530316800000,2018-06-30,632981
1530403200000,2018-07-01,622633
1530489600000,2018-07-02,489559
1530576000000,2018-07-03,573532
1530662400000,2018-07-04,447112
1530748800000,2018-07-05,527586
1530835200000,2018-07-06,459075
1530921600000,2018-07-07,484105
1531008000000,2018-07-08,631505
1531094400000,2018-07-09,651926
1531180800000,2018-07-10,691771
1531267200000,2018-07-11,643920
1531353600000,2018-07-12,566058
1531440000000,2018-07-13,563317
1531526400000,2018-07-14,508951
1531612800000,2018-07-15,453706
1531699200000,2018-07-16,703999
1531785600000,2018-07-17,701292
1531872000000,2018-07-18,746145
1531958400000,2018-07-19,734702
1532044800000,2018-07-20,671608
1532131200000,2018-07-21,620634
1532217600000,2018-07-22,675356
1532304000000,2018-07-23,758657
1532390400000,2018-07-24,784910
1532476800000,2018-07-25,787527
1532563200000,2018-07-26,725630
1532649600000,2018-07-27,788715
1532736000000,2018-07-28,703973
1532822400000,2018-07-29,716354
1532908800000,2018-07-30,757712
1532995200000,2018-07-31,745063
1533081600000,2018-08-01,757758
1533168000000,2018-08-02,779928
1533254400000,2018-08-03,753190
1533340800000,2018-08-04,720548
1533427200000,2018-08-05,704249
1533513600000,2018-08-06,699536
1533600000000,2018-08-07,636342
1533686400000,2018-08-08,565663
1533772800000,2018-08-09,538530
1533859200000,2018-08-10,613892
1533945600000,2018-08-11,657312
1534032000000,2018-08-12,641927
1534118400000,2018-08-13,694941
1534204800000,2018-08-14,690348
1534291200000,2018-08-15,648565
1534377600000,2018-08-16,716732
1534464000000,2018-08-17,607270
1534550400000,2018-08-18,627522
1534636800000,2018-08-19,599660
1534723200000,2018-08-20,663769
1534809600000,2018-08-21,605639
1534896000000,2018-08-22,594918
1534982400000,2018-08-23,599557
1535068800000,2018-08-24,596227
1535155200000,2018-08-25,577239
1535241600000,2018-08-26,574072
1535328000000,2018-08-27,645935
1535414400000,2018-08-28,613844
1535500800000,2018-08-29,546841
1535587200000,2018-08-30,592847
1535673600000,2018-08-31,577258
1535760000000,2018-09-01,656254
1535846400000,2018-09-02,620267
1535932800000,2018-09-03,631429
1536019200000,2018-09-04,589521
1536105600000,2018-09-05,626957
1536192000000,2018-09-06,588959
1536278400000,2018-09-07,582184
1536364800000,2018-09-08,543337
1536451200000,2018-09-09,565631
1536537600000,2018-09-10,561611
1536624000000,2018-09-11,557317
1536710400000,2018-09-12,570673
1536796800000,2018-09-13,555753
1536883200000,2018-09-14,514394
1536969600000,2018-09-15,479695
1537056000000,2018-09-16,458432
1537142400000,2018-09-17,553720
1537228800000,2018-09-18,500513
1537315200000,2018-09-19,507255
1537401600000,2018-09-20,498146
1537488000000,2018-09-21,544686
1537574400000,2018-09-22,470309
1537660800000,2018-09-23,468627
1537747200000,2018-09-24,480337
1537833600000,2018-09-25,519108
1537920000000,2018-09-26,493507
1538006400000,2018-09-27,504047
1538092800000,2018-09-28,500407
1538179200000,2018-09-29,434315
1538265600000,2018-09-30,479351
1538352000000,2018-10-01,476308
1538438400000,2018-10-02,490262
1538524800000,2018-10-03,559006
1538611200000,2018-10-04,559181
1538697600000,2018-10-05,595361
1538784000000,2018-10-06,596865
1538870400000,2018-10-07,497767
1538956800000,2018-10-08,542842
1539043200000,2018-10-09,537028
1539129600000,2018-10-10,516772
1539216000000,2018-10-11,570525
1539302400000,2018-10-12,562140
1539388800000,2018-10-13,541797
1539475200000,2018-10-14,511719
1539561600000,2018-10-15,562011
1539648000000,2018-10-16,575450
1539734400000,2018-10-17,580354
1539820800000,2018-10-18,565791
1539907200000,2018-10-19,601119
1539993600000,2018-10-20,534080
1540080000000,2018-10-21,508014
1540166400000,2018-10-22,577314
1540252800000,2018-10-23,556231
1540339200000,2018-10-24,532709
1540425600000,2018-10-25,537236
1540512000000,2018-10-26,551218
1540598400000,2018-10-27,499165
1540684800000,2018-10-28,509862
1540771200000,2018-10-29,614695
1540857600000,2018-10-30,608397
1540944000000,2018-10-31,585707
1541030400000,2018-11-01,589096
1541116800000,2018-11-02,548534
1541203200000,2018-11-03,505015
1541289600000,2018-11-04,510848
1541376000000,2018-11-05,582354
1541462400000,2018-11-06,597166
1541548800000,2018-11-07,564602
1541635200000,2018-11-08,555392
1541721600000,2018-11-09,547848
1541808000000,2018-11-10,489120
1541894400000,2018-11-11,527799
1541980800000,2018-11-12,571162
1542067200000,2018-11-13,553590
1542153600000,2018-11-14,582181
1542240000000,2018-11-15,563051
1542326400000,2018-11-16,552107
1542412800000,2018-11-17,505581
1542499200000,2018-11-18,484801
1542585600000,2018-11-19,622942
1542672000000,2018-11-20,625752
1542758400000,2018-11-21,579531
1542844800000,2018-11-22,568895
1542931200000,2018-11-23,559992
1543017600000,2018-11-24,497091
1543104000000,2018-11-25,529038
1543190400000,2018-11-26,557388
1543276800000,2018-11-27,565825
1543363200000,2018-11-28,622580
1543449600000,2018-11-29,555591
1543536000000,2018-11-30,599039
1543622400000,2018-12-01,525757
1543708800000,2018-12-02,492410
1543795200000,2018-12-03,548100
1543881600000,2018-12-04,565202
1543968000000,2018-12-05,595937
1544054400000,2018-12-06,590923
1544140800000,2018-12-07,572417
1544227200000,2018-12-08,552651
1544313600000,2018-12-09,507555
1544400000000,2018-12-10,555379
1544486400000,2018-12-11,536006
1544572800000,2018-12-12,533920
1544659200000,2018-12-13,565689
1544745600000,2018-12-14,567306
1544832000000,2018-12-15,551916
1544918400000,2018-12-16,516697
1545004800000,2018-12-17,570051
1545091200000,2018-12-18,556320
1545177600000,2018-12-19,597824
1545264000000,2018-12-20,602429
1545350400000,2018-12-21,606526
1545436800000,2018-12-22,495551
1545523200000,2018-12-23,543655
1545609600000,2018-12-24,615551
1545696000000,2018-12-25,535001
1545782400000,2018-12-26,560047
1545868800000,2018-12-27,548411
1545955200000,2018-12-28,572189
1546041600000,2018-12-29,543746
1546128000000,2018-12-30,460395
1546214400000,2018-12-31,522040
1546300800000,2019-01-01,448168
1546387200000,2019-01-02,589959
1546473600000,2019-01-03,596620
1546560000000,2019-01-04,549398
1546646400000,2019-01-05,511189
1546732800000,2019-01-06,487372
1546819200000,2019-01-07,550964
1546905600000,2019-01-08,553367
1546992000000,2019-01-09,558847
1547078400000,2019-01-10,582839
1547164800000,2019-01-11,541838
1547251200000,2019-01-12,452707
1547337600000,2019-01-13,481347
1547424000000,2019-01-14,577239
1547510400000,2019-01-15,539896
1547596800000,2019-01-16,507687
1547683200000,2019-01-17,517082
1547769600000,2019-01-18,538899
1547856000000,2019-01-19,539125
1547942400000,2019-01-20,537705
1548028800000,2019-01-21,582751
1548115200000,2019-01-22,605558
1548201600000,2019-01-23,533819
1548288000000,2019-01-24,520130
1548374400000,2019-01-25,504903
1548460800000,2019-01-26,464380
1548547200000,2019-01-27,488814
1548633600000,2019-01-28,568564
1548720000000,2019-01-29,566026
1548806400000,2019-01-30,555347
1548892800000,2019-01-31,517057
1548979200000,2019-02-01,498856
1549065600000,2019-02-02,450314
1549152000000,2019-02-03,424378
1549238400000,2019-02-04,416394
1549324800000,2019-02-05,414815
1549411200000,2019-02-06,429065
1549497600000,2019-02-07,428676
1549584000000,2019-02-08,471952
1549670400000,2019-02-09,417129
1549756800000,2019-02-10,381151
1549843200000,2019-02-11,429007
1549929600000,2019-02-12,438111
1550016000000,2019-02-13,491354
1550102400000,2019-02-14,474782
1550188800000,2019-02-15,468599
1550275200000,2019-02-16,454309
1550361600000,2019-02-17,447945
1550448000000,2019-02-18,512455
1550534400000,2019-02-19,533602
1550620800000,2019-02-20,530268
1550707200000,2019-02-21,544817
1550793600000,2019-02-22,530839
1550880000000,2019-02-23,476225
1550966400000,2019-02-24,540201
1551052800000,2019-02-25,573756
1551139200000,2019-02-26,553925
1551225600000,2019-02-27,539516
1551312000000,2019-02-28,541458
1551398400000,2019-03-01,547622
1551484800000,2019-03-02,526912
1551571200000,2019-03-03,492382
1551657600000,2019-03-04,620211
1551744000000,2019-03-05,598085
1551830400000,2019-03-06,578932
1551916800000,2019-03-07,572685
1552003200000,2019-03-08,562361
1552089600000,2019-03-09,555854
1552176000000,2019-03-10,484038
1552262400000,2019-03-11,536412
1552348800000,2019-03-12,564306
1552435200000,2019-03-13,573281
1552521600000,2019-03-14,573828
1552608000000,2019-03-15,553012
1552694400000,2019-03-16,504183
1552780800000,2019-03-17,494872
1552867200000,2019-03-18,573940
1552953600000,2019-03-19,635940
1553040000000,2019-03-20,630313
1553126400000,2019-03-21,618318
1553212800000,2019-03-22,628700
1553299200000,2019-03-23,561778
1553385600000,2019-03-24,549073
1553472000000,2019-03-25,648670
1553558400000,2019-03-26,629010
1553644800000,2019-03-27,625948
1553731200000,2019-03-28,634367
1553817600000,2019-03-29,640352
1553904000000,2019-03-30,667967
1553990400000,2019-03-31,646230
1554076800000,2019-04-01,687574
1554163200000,2019-04-02,758900
1554249600000,2019-04-03,746605
1554336000000,2019-04-04,673520
1554422400000,2019-04-05,621924
1554508800000,2019-04-06,559039
1554595200000,2019-04-07,572886
1554681600000,2019-04-08,668000
1554768000000,2019-04-09,656914
1554854400000,2019-04-10,674070
1554940800000,2019-04-11,729032
1555027200000,2019-04-12,694793
1555113600000,2019-04-13,614291
1555200000000,2019-04-14,551055
1555286400000,2019-04-15,622058
1555372800000,2019-04-16,656461
1555459200000,2019-04-17,681896
1555545600000,2019-04-18,697650
1555632000000,2019-04-19,693183
1555718400000,2019-04-20,686824
1555804800000,2019-04-21,631190
1555891200000,2019-04-22,719306
1555977600000,2019-04-23,729268
1556064000000,2019-04-24,668917
1556150400000,2019-04-25,680812
1556236800000,2019-04-26,661061
1556323200000,2019-04-27,562687
1556409600000,2019-04-28,593482
1556496000000,2019-04-29,628989
1556582400000,2019-04-30,707771
1556668800000,2019-05-01,703790
1556755200000,2019-05-02,626308
1556841600000,2019-05-03,670882
1556928000000,2019-05-04,623395
1557014400000,2019-05-05,637464
1557100800000,2019-05-06,706135
1557187200000,2019-05-07,658146
1557273600000,2019-05-08,686996
1557360000000,2019-05-09,718440
1557446400000,2019-05-10,736762
1557532800000,2019-05-11,742337
1557619200000,2019-05-12,715827
1557705600000,2019-05-13,758695
1557792000000,2019-05-14,830785
1557878400000,2019-05-15,847606
1557964800000,2019-05-16,908208
1558051200000,2019-05-17,810320
1558137600000,2019-05-18,735420
1558224000000,2019-05-19,752431
1558310400000,2019-05-20,860161
1558396800000,2019-05-21,812799
1558483200000,2019-05-22,873384
1558569600000,2019-05-23,846724
1558656000000,2019-05-24,904057
1558742400000,2019-05-25,839949
1558828800000,2019-05-26,763094
1558915200000,2019-05-27,941733
1559001600000,2019-05-28,910535
1559088000000,2019-05-29,947509
1559174400000,2019-05-30,891907
1559260800000,2019-05-31,870676
1559347200000,2019-06-01,956751
1559433600000,2019-06-02,890894
1559520000000,2019-06-03,889067
1559606400000,2019-06-04,891955
1559692800000,2019-06-05,799392
1559779200000,2019-06-06,824817
1559865600000,2019-06-07,758454
1559952000000,2019-06-08,992653
1560038400000,2019-06-09,715741
1560124800000,2019-06-10,963694
1560211200000,2019-06-11,930038
1560297600000,2019-06-12,860682
1560384000000,2019-06-13,749758
1560470400000,2019-06-14,825364
1560556800000,2019-06-15,938952
1560643200000,2019-06-16,888979
1560729600000,2019-06-17,944094
1560816000000,2019-06-18,850016
1560902400000,2019-06-19,886054
1560988800000,2019-06-20,985024
1561075200000,2019-06-21,777627
1561161600000,2019-06-22,758133
1561248000000,2019-06-23,773499
1561334400000,2019-06-24,809637
1561420800000,2019-06-25,932194
1561507200000,2019-06-26,848601
1561593600000,2019-06-27,814118
1561680000000,2019-06-28,1004170
1561766400000,2019-06-29,733337
1561852800000,2019-06-30,685958
1561939200000,2019-07-01,951985
1562025600000,2019-07-02,895054
1562112000000,2019-07-03,753227
1562198400000,2019-07-04,747514
1562284800000,2019-07-05,849080
1562371200000,2019-07-06,754040
1562457600000,2019-07-07,582067
1562544000000,2019-07-08,809796
1562630400000,2019-07-09,771955
1562716800000,2019-07-10,736096
1562803200000,2019-07-11,975288
1562889600000,2019-07-12,726392
1562976000000,2019-07-13,587283
1563062400000,2019-07-14,613490
1563148800000,2019-07-15,743294
1563235200000,2019-07-16,1003278
1563321600000,2019-07-17,830029
1563408000000,2019-07-18,667874
1563494400000,2019-07-19,815548
1563580800000,2019-07-20,584085
1563667200000,2019-07-21,522416
1563753600000,2019-07-22,640666
1563840000000,2019-07-23,606795
1563926400000,2019-07-24,907213
1564012800000,2019-07-25,949864
1564099200000,2019-07-26,640260
1564185600000,2019-07-27,577697
1564272000000,2019-07-28,572697
1564358400000,2019-07-29,676990
1564444800000,2019-07-30,715782
1564531200000,2019-07-31,684284
1564617600000,2019-08-01,877643
1564704000000,2019-08-02,768312
1564790400000,2019-08-03,783492
1564876800000,2019-08-04,569134
1564963200000,2019-08-05,718438
1565049600000,2019-08-06,732052
1565136000000,2019-08-07,742477
1565222400000,2019-08-08,692736
1565308800000,2019-08-09,721762
1565395200000,2019-08-10,630929
1565481600000,2019-08-11,582507
1565568000000,2019-08-12,712949
1565654400000,2019-08-13,698671
1565740800000,2019-08-14,736647
1565827200000,2019-08-15,689076
1565913600000,2019-08-16,718875
1566000000000,2019-08-17,641106
1566086400000,2019-08-18,627260
1566172800000,2019-08-19,724461
1566259200000,2019-08-20,733520
1566345600000,2019-08-21,731500
1566432000000,2019-08-22,737144
1566518400000,2019-08-23,733282
1566604800000,2019-08-24,684235
1566691200000,2019-08-25,677260
1566777600000,2019-08-26,750845
1566864000000,2019-08-27,748158
1566950400000,2019-08-28,722262
1567036800000,2019-08-29,724189
1567123200000,2019-08-30,713194
1567209600000,2019-08-31,679773
1567296000000,2019-09-01,690235
1567382400000,2019-09-02,757539
1567468800000,2019-09-03,751224
1567555200000,2019-09-04,714432
1567641600000,2019-09-05,769872
1567728000000,2019-09-06,768500
1567814400000,2019-09-07,677445
1567900800000,2019-09-08,675137
1567987200000,2019-09-09,756508
1568073600000,2019-09-10,691617
1568160000000,2019-09-11,705292
1568246400000,2019-09-12,723726
1568332800000,2019-09-13,623470
1568419200000,2019-09-14,628467
1568505600000,2019-09-15,633961
1568592000000,2019-09-16,733010
1568678400000,2019-09-17,681814
1568764800000,2019-09-18,708743
1568851200000,2019-09-19,692484
1568937600000,2019-09-20,717128
1569024000000,2019-09-21,596973
1569110400000,2019-09-22,576563
1569196800000,2019-09-23,639394
1569283200000,2019-09-24,709522
1569369600000,2019-09-25,677675
1569456000000,2019-09-26,657676
1569542400000,2019-09-27,623632
1569628800000,2019-09-28,607857
1569715200000,2019-09-29,591986
1569801600000,2019-09-30,683924
1569888000000,2019-10-01,645073
1569974400000,2019-10-02,627137
1570060800000,2019-10-03,615189
1570147200000,2019-10-04,590197
1570233600000,2019-10-05,595118
1570320000000,2019-10-06,571769
1570406400000,2019-10-07,629382
1570492800000,2019-10-08,710373
1570579200000,2019-10-09,751354
1570665600000,2019-10-10,706127
1570752000000,2019-10-11,702673
1570838400000,2019-10-12,634450
1570924800000,2019-10-13,566845
1571011200000,2019-10-14,650601
1571097600000,2019-10-15,690703
1571184000000,2019-10-16,694589
1571270400000,2019-10-17,703704
1571356800000,2019-10-18,733646
1571443200000,2019-10-19,665170
1571529600000,2019-10-20,612341
1571616000000,2019-10-21,678528
1571702400000,2019-10-22,726230
1571788800000,2019-10-23,736388
1571875200000,2019-10-24,724917
1571961600000,2019-10-25,741655
1572048000000,2019-10-26,716822
1572134400000,2019-10-27,642955
1572220800000,2019-10-28,721335
1572307200000,2019-10-29,707622
1572393600000,2019-10-30,717618
1572480000000,2019-10-31,744118
1572566400000,2019-11-01,705019
1572652800000,2019-11-02,590976
1572739200000,2019-11-03,571113
1572825600000,2019-11-04,670783
1572912000000,2019-11-05,739254
1572998400000,2019-11-06,707733
1573084800000,2019-11-07,857371
1573171200000,2019-11-08,699138
1573257600000,2019-11-09,604007
1573344000000,2019-11-10,609364
1573430400000,2019-11-11,710155
1573516800000,2019-11-12,708660
1573603200000,2019-11-13,713551
1573689600000,2019-11-14,679505
1573776000000,2019-11-15,683049
1573862400000,2019-11-16,596661
1573948800000,2019-11-17,600168
1574035200000,2019-11-18,734472
1574121600000,2019-11-19,735532
1574208000000,2019-11-20,689771
1574294400000,2019-11-21,762896
1574380800000,2019-11-22,794748
1574467200000,2019-11-23,631670
1574553600000,2019-11-24,596880
1574640000000,2019-11-25,762888
1574726400000,2019-11-26,679733
1574812800000,2019-11-27,674957
1574899200000,2019-11-28,623080
1574985600000,2019-11-29,670568
1575072000000,2019-11-30,584871
1575158400000,2019-12-01,615069
1575244800000,2019-12-02,681210
1575331200000,2019-12-03,610528
1575417600000,2019-12-04,661004
1575504000000,2019-12-05,617647
1575590400000,2019-12-06,573666
1575676800000,2019-12-07,488124
1575763200000,2019-12-08,440672
1575849600000,2019-12-09,635462
1575936000000,2019-12-10,631603
1576022400000,2019-12-11,625349
1576108800000,2019-12-12,635638
1576195200000,2019-12-13,621511
1576281600000,2019-12-14,551143
1576368000000,2019-12-15,526996
1576454400000,2019-12-16,634682
1576540800000,2019-12-17,646999
1576627200000,2019-12-18,663295
1576713600000,2019-12-19,620140
1576800000000,2019-12-20,614338
1576886400000,2019-12-21,545378
1576972800000,2019-12-22,529935
1577059200000,2019-12-23,631635
1577145600000,2019-12-24,602814
1577232000000,2019-12-25,565093
1577318400000,2019-12-26,586645
1577404800000,2019-12-27,580029
1577491200000,2019-12-28,516438
1577577600000,2019-12-29,480131
1577664000000,2019-12-30,584426
1577750400000,2019-12-31,554215
1577836800000,2020-01-01,466526
1577923200000,2020-01-02,505639
1578009600000,2020-01-03,581641
1578096000000,2020-01-04,559074
1578182400000,2020-01-05,524664
1578268800000,2020-01-06,626525
1578355200000,2020-01-07,646478
1578441600000,2020-01-08,653831
1578528000000,2020-01-09,621399
1578614400000,2020-01-10,605095
1578700800000,2020-01-11,549612
1578787200000,2020-01-12,523951
1578873600000,2020-01-13,565389
1578960000000,2020-01-14,671748
1579046400000,2020-01-15,698399
1579132800000,2020-01-16,693649
1579219200000,2020-01-17,676556
1579305600000,2020-01-18,628211
1579392000000,2020-01-19,615368
1579478400000,2020-01-20,599266
1579564800000,2020-01-21,558962
1579651200000,2020-01-22,513767
1579737600000,2020-01-23,552533
1579824000000,2020-01-24,497135
1579910400000,2020-01-25,435515
1579996800000,2020-01-26,428839
1580083200000,2020-01-27,476541
1580169600000,2020-01-28,526284
1580256000000,2020-01-29,551529
1580342400000,2020-01-30,566052
1580428800000,2020-01-31,583358
1580515200000,2020-02-01,545761
1580601600000,2020-02-02,530094
1580688000000,2020-02-03,621191
1580774400000,2020-02-04,524476
1580860800000,2020-02-05,610780
1580947200000,2020-02-06,606505
1581033600000,2020-02-07,626252
1581120000000,2020-02-08,661649
1581206400000,2020-02-09,628631
1581292800000,2020-02-10,668760
1581379200000,2020-02-11,709280
1581465600000,2020-02-12,798162
1581552000000,2020-02-13,764763
1581638400000,2020-02-14,771827
1581724800000,2020-02-15,699151
1581811200000,2020-02-16,661490
1581897600000,2020-02-17,695366
1581984000000,2020-02-18,733983
1582070400000,2020-02-19,695837
1582156800000,2020-02-20,689600
1582243200000,2020-02-21,670542
1582329600000,2020-02-22,605859
1582416000000,2020-02-23,606290
1582502400000,2020-02-24,687702
1582588800000,2020-02-25,670257
1582675200000,2020-02-26,704929
1582761600000,2020-02-27,714482
1582848000000,2020-02-28,688694
1582934400000,2020-02-29,620465
1583020800000,2020-03-01,628500
1583107200000,2020-03-02,681477
1583193600000,2020-03-03,661419
1583280000000,2020-03-04,663966
1583366400000,2020-03-05,720114
1583452800000,2020-03-06,676799
1583539200000,2020-03-07,630992
1583625600000,2020-03-08,662565
1583712000000,2020-03-09,784085
1583798400000,2020-03-10,760588
1583884800000,2020-03-11,713065
1583971200000,2020-03-12,760781
1584057600000,2020-03-13,847947
1584144000000,2020-03-14,681830
1584230400000,2020-03-15,657653
1584316800000,2020-03-16,784094
1584403200000,2020-03-17,763100
1584489600000,2020-03-18,768437
1584576000000,2020-03-19,864017
1584662400000,2020-03-20,822158
1584748800000,2020-03-21,857503
1584835200000,2020-03-22,746195
1584921600000,2020-03-23,801238
1585008000000,2020-03-24,791900
1585094400000,2020-03-25,765389
1585180800000,2020-03-26,772649
1585267200000,2020-03-27,748776
1585353600000,2020-03-28,667726
1585440000000,2020-03-29,607984
1585526400000,2020-03-30,724004
1585612800000,2020-03-31,731749
1585699200000,2020-04-01,683007
1585785600000,2020-04-02,720554
1585872000000,2020-04-03,722688
1585958400000,2020-04-04,625952
1586044800000,2020-04-05,614001
1586131200000,2020-04-06,771300
1586217600000,2020-04-07,783472
1586304000000,2020-04-08,830223
1586390400000,2020-04-09,727502
1586476800000,2020-04-10,745643
1586563200000,2020-04-11,680523
1586649600000,2020-04-12,678530
1586736000000,2020-04-13,744306
1586822400000,2020-04-14,813972
1586908800000,2020-04-15,792152
1586995200000,2020-04-16,790334
1587081600000,2020-04-17,785639
1587168000000,2020-04-18,783111
1587254400000,2020-04-19,741675
1587340800000,2020-04-20,828885
1587427200000,2020-04-21,812963
1587513600000,2020-04-22,790519
1587600000000,2020-04-23,826397
1587686400000,2020-04-24,846807
1587772800000,2020-04-25,792299
1587859200000,2020-04-26,801949
1587945600000,2020-04-27,841193
1588032000000,2020-04-28,838453
1588118400000,2020-04-29,897881
1588204800000,2020-04-30,899459
1588291200000,2020-05-01,827138
1588377600000,2020-05-02,765990
1588464000000,2020-05-03,789689
1588550400000,2020-05-04,774035
1588636800000,2020-05-05,785518
1588723200000,2020-05-06,833506
1588809600000,2020-05-07,877129
1588896000000,2020-05-08,887756
1588982400000,2020-05-09,894382
1589068800000,2020-05-10,879153
1589155200000,2020-05-11,887554
1589241600000,2020-05-12,880678
1589328000000,2020-05-13,856962
